"identifier_ric","company_name","ticker_symbol","naics_sector_name","organization_website","contact_email_address","country_of_headquarters","index_name","mx_company_name","mx_country","mx_type","mx_country_group","mx_type_group"
"NHY.OL","Norsk Hydro ASA","NHY","Manufacturing","https://www.hydro.com/","Line.Haugetraa@hydro.com","Norway","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"NIBEb.ST","Nibe Industrier AB","NIBE B","Manufacturing","https://www.nibe.com/",,"Sweden","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"NN.AS","NN Group NV","NN","Finance and Insurance","https://www.nn-group.com/","Ruben.van.der.Hulst@nn-group.com","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"NOKIA.HE","Nokia Oyj","NOKIA","Manufacturing","https://www.nokia.com/","investor.relations@nokia.com","Finland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"NOVN.S","Novartis AG","NOVN","Manufacturing","https://www.novartis.com/",,"Switzerland","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"NOVOb.CO","Novo Nordisk A/S","NOVO B","Manufacturing","https://www.novonordisk.com/","DABO@novonordisk.com","Denmark","MSCI Europe ex UK","FireEye","United States","Security","United States","Managed"
"NTGY.MC","Naturgy Energy Group SA","NTGY","Utilities","https://www.naturgy.com/","accionista@naturgy.com","Spain","MSCI Europe ex UK","Symantec","United States","Security","United States","Managed"
"NZYMb.CO","Novozymes A/S","NZYM B","Manufacturing","https://www.novozymes.com/","tobb@novozymes.com","Denmark","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"O2Dn.DE","Telefonica Deutschland Holding AG","O2D","Information","https://www.telefonica.de/","ir-deutschland@telefonica.com","Spain","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"OMVV.VI","OMV AG","OMV","Manufacturing","https://www.omv.com","investor.relations@omv.com","Austria","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ORAN.PA","Orange SA","ORA","Information","https://www.orange.com","p.lambert@orange.com","France","MSCI Europe ex UK","Orange SA","France","Provider","European Union","Self"
"OREP.PA","L'Oreal SA","OR","Manufacturing","https://www.loreal.com/fr/","Relations_Investisseurs@loreal-finance.com","France","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"ORK.OL","Orkla ASA","ORK","Manufacturing","https://www.orkla.no/",,"Norway","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ORNBV.HE","Orion Oyj","ORNBV","Manufacturing","https://www.orion.fi/",,"Finland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ORP.PA","Orpea SA","ORP","Health Care and Social Assistance","https://www.orpea.com/","b.lesieur@orpea.net","France","MSCI Europe ex UK","Orpea SA","France","Provider","European Union","Self"
"ORRON.ST","Orron Energy AB","ORRON","Utilities","https://www.orron.com/","edward.westropp@lundin-energy.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ORSTED.CO","Orsted A/S","ORSTED","Utilities","https://orsted.dk/","rakol@orsted.com","Denmark","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PERP.PA","Pernod Ricard SA","RI","Manufacturing","https://www.pernod-ricard.com/","investor.relations@pernod-ricard.com","France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PEUP.PA^A21","Peugeot SA","UG","Manufacturing","https://www.groupe-psa.com/","andrea.bandinelli@mpsa.com","France","MSCI Europe ex UK","Peugeot SA","France","Provider","European Union","Self"
"PGHN.S","Partners Group Holding AG","PGHN","Finance and Insurance","https://www.partnersgroup.com/","shareholders@partnersgroup.com","Switzerland","MSCI Europe ex UK","Partners Group Holding AG","Switzerland","Provider","Other","Self"
"PHG.AS","Koninklijke Philips NV","PHIA","Manufacturing","https://www.philips.com/","investor.relations@philips.com","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PIRC.MI","Pirelli & C SpA","PIRC","Manufacturing","https://www.pirelli.com/","valeria.leone@pirelli.com","Italy","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"PNDORA.CO","Pandora A/S","PNDORA","Manufacturing","https://pandoragroup.com/","jobck@pandora.net","Denmark","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PROX.BR","Proximus NV","PROX","Information","https://www.proximus.com/","investor.relations@proximus.com","Belgium","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"PRTP.PA","Kering SA","KER","Retail Trade","https://www.kering.com/","actionnaire@kering.com","France","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"PRX.AS","Prosus NV","PRX","Information","https://www.prosus.com/","investorrelations@prosus.com","South Africa","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PRY.MI","Prysmian SpA","PRY","Manufacturing","https://www.prysmiangroup.com/","mariacristina.bifulco@prysmiangroup.com","Italy","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PSHG_p.DE","Porsche Automobil Holding SE","PAH3","Manufacturing","https://www.porsche-se.com/","Frank.Gaube@porsche-se.com","Germany","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"PST.MI","Poste Italiane SpA","PST","Finance and Insurance","https://www.poste.it/","massimiliano.riggi@posteitaliane.it","Italy","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PUBP.PA","Publicis Groupe SA","PUB","Professional, Scientific, and Technical Services","https://www.publicisgroupe.com/","alessandra.girolami@publicisgroupe.com","France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"PUMG.DE","Puma SE","PUM","Manufacturing","https://puma.com/","investor-relations@puma.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"QIA.DE","Qiagen NV","QIA","Manufacturing","https://www.qiagen.com/","phoebe.loh@qiagen.com","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"RACE.MI","Ferrari NV","RACE","Manufacturing","https://www.ferrari.com/",,"Italy","MSCI Europe ex UK","Ferrari NV","Italy","Provider","European Union","Self"
"RAND.AS","Randstad NV","RAND","Administrative and Support and Waste Management and Remediation Services","https://www.randstad.com/","bisera.grubesic@randstad.com","Netherlands","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"RBIV.VI","Raiffeisen Bank International AG","RBI","Finance and Insurance","https://www.rbinternational.com/","ir@rbinternational.com","Austria","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"RCOP.PA","Remy Cointreau SA","RCO","Manufacturing","https://www.remy-cointreau.com/","celia.deverlange@remy-cointreau.com","France","MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"RECI.MI","Recordati Industria Chimica e Farmaceutica SpA","REC","Manufacturing","https://www.recordati.it/",,"Jersey","MSCI Europe ex UK","ForcePoint","United States","Security","United States","Managed"
"REDE.MC","Red Electrica Corporacion SA","RED","Utilities","https://www.ree.es/es/conocenos/el-grupo-red-electrica","relacioninversores@ree.es","Spain","MSCI Europe ex UK","Cisco","United States","Security","United States","Managed"
"RENA.PA","Renault SA","RNO","Manufacturing",,,"France","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"REP.MC","Repsol SA","REP","Manufacturing","https://www.repsol.com/es/","ralvarezp.ir@repsol.com","Spain","MSCI Europe ex UK","Cisco","United States","Security","United States","Managed"
"ROG.S","Roche Holding AG","ROG","Manufacturing","https://www.roche.com/","investor.relations@roche.com","Switzerland","MSCI Europe ex UK","Roche Holding AG","Switzerland","Provider","Other","Self"
"RWEG.DE","RWE AG","RWE","Utilities","https://www.group.rwe/",,"Germany","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"SAF.PA","Safran SA","SAF","Manufacturing","https://www.safran-group.com/","Investor.relation@safran.fr","France","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"SAMPO.HE","Sampo plc","SAMPO","Finance and Insurance","https://www.sampo.com/","sami.taipalus@sampo.com","Finland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SAN.MC","Banco Santander SA","SAN","Finance and Insurance","https://www.santander.com/","investor@gruposantander.com","Spain","MSCI Europe ex UK","Cisco","United States","Security","United States","Managed"
"SAND.ST","Sandvik AB","SAND","Manufacturing","https://www.home.sandvik/en/",,"Sweden","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"SAPG.DE","SAP SE","SAP","Information","https://www.sap.com/",,"Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SASY.PA","Sanofi SA","SAN","Manufacturing","https://www.sanofi.com/","investor.relations@sanofi.com","France","MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"SATG_p.DE","Sartorius AG","SRT3","Manufacturing","https://www.sartorius.de/","petra.kirchhoff@sartorius.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SCAb.ST","Svenska Cellulosa SCA AB","SCA B","Manufacturing","https://www.sca.com/",,"Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SCHB.OL","Schibsted ASA","SCHB","Information","https://schibsted.com/","ir@schibsted.com","Norway","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"SCHN.PA","Schneider Electric SE","SU","Manufacturing","https://www.se.com/",,"France","MSCI Europe ex UK","Symantec","United States","Security","United States","Managed"
"SCHN.S","Schindler Holding AG","SCHN","Manufacturing","https://www.schindler.com/","marco.knuchel@schindler.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SCHP.S","Schindler Holding AG","SCHP","Manufacturing","https://www.schindler.com/","marco.knuchel@schindler.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SCMN.S","Swisscom AG","SCMN","Information","https://www.swisscom.ch/","investor.relations@swisscom.com","Switzerland","MSCI Europe ex UK","Swisscom AG","Switzerland","Provider","Other","Self"
"SCOR.PA","Scor SE","SCR","Finance and Insurance","https://www.scor.com/","InvestorRelations@scor.com","France","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"SEBa.ST","Skandinaviska Enskilda Banken AB","SEB A","Finance and Insurance","https://sebgroup.com/","Pawel.Wyszynski@seb.se","Sweden","MSCI Europe ex UK","Skandinaviska Enskilda Banken AB","Sweden","Provider","European Union","Self"
"SEBF.PA","SEB SA","SK","Manufacturing","http://www.groupeseb.com",,"France","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"SECUb.ST","Securitas AB","SECU B","Administrative and Support and Waste Management and Remediation Services","https://www.securitas.com/","micaela.sjokvist@securitas.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SESFd.PA","SES SA","SESG","Information","https://www.ses.com/","richard.whiteing@ses.com","Luxembourg","MSCI Europe ex UK","SES SA","Luxembourg","Provider","European Union","Self"
"SGEF.PA","Vinci SA","DG","Construction","https://www.vinci.com/",,"France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SGOB.PA","Compagnie de Saint Gobain SA","SGO","Wholesale Trade","https://www.saint-gobain.com/en",,"France","MSCI Europe ex UK","Compagnie de Saint Gobain SA","France","Provider","European Union","Self"
"SGREN.MC","Siemens Gamesa Renewable Energy SA","SGRE","Manufacturing","https://www.siemensgamesa.com/es-es",,"Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SGSN.S","SGS SA","SGSN","Professional, Scientific, and Technical Services","https://www.sgs.com/en","sgs.investor.relations@sgs.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SHBa.ST","Svenska Handelsbanken AB","SHB A","Finance and Insurance","https://www.handelsbanken.se/","peter.grabe@handelsbanken.se","Sweden","MSCI Europe ex UK","Svenska Handelsbanken AB","Sweden","Provider","European Union","Self"
"SHLG.DE","Siemens Healthineers AG","SHL","Manufacturing","https://www.siemens-healthineers.com/","marc.koebernick@siemens-healthineers.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SIEGn.DE","Siemens AG","SIE","Manufacturing","https://www.siemens.com/","investorrelations@siemens.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SIKA.S","Sika AG","SIKA","Manufacturing","https://www.sika.com/","slappnig.dominik@ch.sika.com","Switzerland","MSCI Europe ex UK","Sika AG","Switzerland","Provider","Other","Self"
"SKAb.ST","Skanska AB","SKA B","Construction","http://www.skanska.se/","antonia.junelind@skanska.se","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SKFb.ST","SKF AB","SKF B","Manufacturing","https://www.skf.com/","patrik.stenberg@skf.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SKG.I","Smurfit Kappa Group PLC","SK3","Manufacturing","http://www.smurfitkappa.com/","ir@smurfitkappa.com","Ireland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SLHN.S","Swiss Life Holding AG","SLHN","Finance and Insurance","https://www.swisslife.com/","heidi.hinterhuber@swisslife.ch","Switzerland","MSCI Europe ex UK","Swiss Life Holding AG","Switzerland","Provider","Other","Self"
"SOF.BR","Sofina SA","SOF","Finance and Insurance","http://www.sofinagroup.com/",,"Belgium","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SOGN.PA","Societe Generale SA","GLE","Finance and Insurance","https://www.societegenerale.com/","Vincent.Robillard@socgen.com","France","MSCI Europe ex UK","Societe Generale SA","France","Provider","European Union","Self"
"SOLB.BR","Solvay SA","SOLB","Manufacturing","https://www.solvay.com/en/","investor.relations@solvay.com","Belgium","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"SOON.S","Sonova Holding AG","SOON","Manufacturing","https://www.sonova.com","thomas.bernhardsgruetter@sonova.com","Switzerland","MSCI Europe ex UK","Sonova Holding AG","Switzerland","Provider","Other","Self"
"SPSN.S","Swiss Prime Site AG","SPSN","Real Estate and Rental and Leasing","https://www.sps.swiss/","markus.waeber@sps.swiss","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SRENH.S","Swiss Re AG","SREN","Finance and Insurance","https://www.swissre.com/","investor_relations@swissre.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SRG.MI","Snam SpA","SRG","Transportation and Warehousing","https://www.https://www.eleveit.it/snam.it/","investor.relations@snam.it","Italy","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"STDM.PA","Sartorius Stedim Biotech SA","DIM","Manufacturing","https://www.sartorius.com/en/company/about-sartorius-stedim-biotech-sa","petra.kirchhoff@sartorius.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"STERV.HE","Stora Enso Oyj","STERV","Manufacturing","https://www.storaenso.com/","anna-lena.astrom@storaenso.com","Finland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"STLA.MI","Stellantis NV","STLA","Manufacturing","https://www.stellantis.com/","investor.relations@fiatspa.com","Netherlands","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"STM.PA","STMicroelectronics NV","STM","Manufacturing","https://www.st.com/","tait.sorensen@st.com","Switzerland","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"STMN.S","Straumann Holding AG","STMN","Manufacturing","https://www.straumann.com/","investor.relations@straumann.com","Switzerland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SWEDa.ST","Swedbank AB","SWED A","Finance and Insurance","https://www.swedbank.com/","annie.ho@swedbank.com","Sweden","MSCI Europe ex UK","Swedbank AB","Sweden","Provider","European Union","Self"
"SWMA.ST","Swedish Match AB","SWMA","Manufacturing","https://www.swedishmatch.com/","emmett.harrison@swedishmatch.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"SY1G.DE","Symrise AG","SY1","Manufacturing","https://www.symrise.com/","IR@symrise.com","Germany","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"TCFP.PA","Thales SA","HO","Manufacturing","https://www.thalesgroup.com/","ir@thalesgroup.com","France","MSCI Europe ex UK","Thales SA","France","Provider","European Union","Self"
"TEF.MC","Telefonica SA","TEF","Information","https://www.telefonica.es/","ir@telefonica.com","Spain","MSCI Europe ex UK","Hornetsecurity","Germany","Security","European Union","Managed"
"TEL.OL","Telenor ASA","TEL","Information","https://www.telenor.com/","oystein.myrvold@telenor.com","Norway","MSCI Europe ex UK","Telenor ASA","Norway","Provider","Other","Self"
"TEL2b.ST","Tele2 AB","TEL2 B","Information","https://www.tele2.com/","marcus.lindberg@tele2.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"TELIA.ST","Telia Company AB","TELIA","Information","https://www.teliacompany.com/","anders.h.nilsson@teliacompany.com","Sweden","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"TEMN.S","Temenos AG","TEMN","Information","https://www.temenos.com/","TemenosIR@temenos.com","Switzerland","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"TENR.MI","Tenaris SA","TEN","Manufacturing","https://www.tenaris.com/en","investors@tenaris.com","Netherlands","MSCI Europe ex UK","Cisco","United States","Security","United States","Managed"
"TEPRF.PA","Teleperformance SE","TEP","Professional, Scientific, and Technical Services","https://www.teleperformance.com/","investor@teleperformance.com","France","MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"TKAG.DE","thyssenkrupp AG","TKA","Wholesale Trade","https://www.thyssenkrupp.com","ir@thyssenkrupp.com","Germany","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"TKWY.AS","Just Eat Takeaway.com NV","TKWY","Information","https://www.justeattakeaway.com/","IR@justeattakeaway.com","Netherlands","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"TLIT.MI","Telecom Italia SpA","TIT","Information","https://www.gruppotim.it/it.html",,"Italy","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"TLITn.MI","Telecom Italia SpA","TITR","Information","https://www.gruppotim.it/it.html",,"Italy","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"TMV.DE","TeamViewer AG","TMV","Information","https://www.teamviewer.com","ir@teamviewer.com",,"MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"TNET.BR","Telenet Group Holding NV","TNET","Information","http://corporate.telenet.be/","investor.relations@staff.telenet.be","United Kingdom","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"TRN.MI","Terna Rete Elettrica Nazionale SpA","TRN","Utilities","https://www.terna.it/","omar.albayaty@terna.it","Italy","MSCI Europe ex UK","Cisco","United States","Security","United States","Managed"
"TRYG.CO","Tryg A/S","TRYG","Finance and Insurance","https://tryg.com/","gianandrea.roberti@tryg.dk","Denmark","MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"TTEF.PA","TotalEnergies SE","TTE","Manufacturing","https://totalenergies.com/",,"France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"UBIP.PA","Ubisoft Entertainment SA","UBI","Information","https://www.ubisoft.com","ir@ubisoft.fr","France","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"UBSG.S","UBS Group AG","UBSG","Finance and Insurance","https://www.ubs.com/",,"Switzerland","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"UCB.BR","Ucb SA","UCB","Manufacturing","https://www.ucb.com","Antje.Witte@ucb.com","Belgium","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"UHR.S","Swatch Group AG","UHR","Manufacturing","http://www.swatchgroup.com/",,"Switzerland","MSCI Europe ex UK","Swatch Group AG","Switzerland","Provider","Other","Self"
"UHRN.S","Swatch Group AG","UHRN","Manufacturing","http://www.swatchgroup.com/",,"Switzerland","MSCI Europe ex UK","Swatch Group AG","Switzerland","Provider","Other","Self"
"UMI.BR","Umicore SA","UMI","Manufacturing","https://www.umicore.be/","evelien.goovaerts@eu.umicore.com","Belgium","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"UN01.DE","Uniper SE","UN01","Utilities","https://www.uniper.energy/","IR@uniper.energy","Finland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"UNA.AS^K20","Unilever NV","UNAT","Manufacturing","https://www.unilever.nl/","investor.relations@unilever.com","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"UPM.HE","UPM-Kymmene Oyj","UPM","Manufacturing","https://www.upm.com/","ir@upm.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"URW.AS","Unibail-Rodamco-Westfield SE","URW","Real Estate and Rental and Leasing","https://www.urw.com/","individual.investor@urw.com","France","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"UTDI.DE","United Internet AG","UTDI","Information","https://www.united-internet.de/","sgramkow@united-internet.de","Germany","MSCI Europe ex UK","United Internet","Germany","Provider","European Union","Managed"
"VERB.VI","Verbund AG","VER","Utilities","https://www.verbund.com/","andreas.wollein@verbund.com","Austria","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"VIE.PA","Veolia Environnement SA","VIE","Utilities","https://www.veolia.com/","investor-relations@veolia.com","France","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"VIFN.S","Vifor Pharma AG","VIFN","Manufacturing","https://www.viforpharma.com/","investors@viforpharma.com","Australia","MSCI Europe ex UK","Vifor Pharma AG","Australia","Provider","Other","Self"
"VIV.PA","Vivendi SE","VIV","Information","https://www.vivendi.com/",,"France","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"VLOF.PA","Valeo SE","FR","Manufacturing","http://www.valeo.com/","valeo@relations-investisseurs.com","France","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"VNAn.DE","Vonovia SE","VNA","Real Estate and Rental and Leasing","https://www.vonovia.de/","rene.hoffmann@vonovia.de","Germany","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"VOES.VI","Voestalpine AG","VOE","Manufacturing","https://www.voestalpine.com/group","IR@voestalpine.com","Austria","MSCI Europe ex UK","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"VOLVb.ST","Volvo AB","VOLV B","Manufacturing","https://www.volvogroup.com/","investorrelations@volvo.com","Sweden","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"VOPA.AS","Koninklijke Vopak NV","VPK","Transportation and Warehousing","https://www.vopak.com/","fatjona.topciu@vopak.com","Netherlands","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"VOWG.DE","Volkswagen AG","VOW","Manufacturing","https://www.volkswagenag.com/",,"Germany","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"VOWG_p.DE","Volkswagen AG","VOW3","Manufacturing","https://www.volkswagenag.com/",,"Germany","MSCI Europe ex UK","Unknown","Unknown","Unknown","Unknown","Unknown"
"VWS.CO","Vestas Wind Systems A/S","VWS","Manufacturing","https://www.vestas.com/","ir@vestas.com","Denmark","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"WLSNc.AS","Wolters Kluwer NV","WKL","Information","https://www.wolterskluwer.nl/","ir@wolterskluwer.com","Netherlands","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"WRT1V.HE","Wartsila Oyj Abp","WRT1V","Manufacturing","https://www.wartsila.com/","maria.heikkinen@wartsila.com","Finland","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"YAR.OL","Yara International ASA","YAR","Manufacturing","https://www.yara.com/","maria.Gabrielsen@yara.com","Norway","MSCI Europe ex UK","Microsoft","United States","Provider","United States","Managed"
"ZALG.DE","Zalando SE","ZAL","Retail Trade","https://www.zalando.de/","investor.relations@zalando.de","Germany","MSCI Europe ex UK","Google","United States","Provider","United States","Managed"
"ZURN.S","Zurich Insurance Group AG","ZURN","Finance and Insurance","https://www.zurich.com/","investor.relations@zurich.com","Switzerland","MSCI Europe ex UK","ProofPoint","United States","Security","United States","Managed"
"ALRS.MM","AK Alrosa PAO","ALRS","Mining, Quarrying, and Oil and Gas Extraction","http://www.alrosa.ru/","st@alrosa.ru","Russia","MSCI Russia 25:50","AK Alrosa PAO","Russia","Provider","Russia","Self"
"CHMF.MM","Severstal' PAO","CHMF","Mining, Quarrying, and Oil and Gas Extraction","https://severstal.com/global/","vladimir.zaluzhsky@severstal.com","Russia","MSCI Russia 25:50","Severstal' PAO","Russia","Provider","Russia","Self"
"FIVEDR.MM","X5 Retail Group NV","FIVE","Retail Trade","https://x5.ru/","iro@x5.ru","Russia","MSCI Russia 25:50","X5 Retail Group NV","Russia","Provider","Russia","Self"
"GAZP.MM","Gazprom PAO","GAZP","Utilities","http://www.gazprom.ru/","ir@gazprom.ru","Russia","MSCI Russia 25:50","Gazprom PAO","Russia","Provider","Russia","Self"
"GMKN.MM","GMK Noril'skiy Nikel' PAO","GMKN","Mining, Quarrying, and Oil and Gas Extraction","https://www.nornickel.ru/","ir@nornik.ru","Russia","MSCI Russia 25:50","GMK Noril'skiy Nikel' PAO","Russia","Provider","Russia","Self"
"IRAO.MM","Inter RAO YEES PAO","IRAO","Utilities","http://www.interrao.ru/","Sadovnikova_lv@interrao.ru","Russia","MSCI Russia 25:50","Inter RAO YEES PAO","Russia","Provider","Russia","Self"
"LKOH.MM","NK Lukoil PAO","LKOH","Mining, Quarrying, and Oil and Gas Extraction","https://lukoil.ru/","ir@lukoil.com","Russia","MSCI Russia 25:50","NK Lukoil PAO","Russia","Provider","Russia","Self"
"MGNT.MM","Magnit PAO","MGNT","Retail Trade","http://magnit-info.ru/","avetikov_am@magnit.ru","Russia","MSCI Russia 25:50","Magnit PAO","Russia","Provider","Russia","Self"
"MOEX.MM","Moskovskaya Birzha MMVB-RTS PAO","MOEX","Finance and Insurance","https://moex.com/","ir@moex.com","Russia","MSCI Russia 25:50","Moskovskaya Birzha MMVB-RTS PAO","Russia","Provider","Russia","Self"
"MTSS.MM","Mobil'nye Telesistemy PAO","MTSS","Information","https://moskva.mts.ru/","ir@mts.ru","Russia","MSCI Russia 25:50","Mobil'nye Telesistemy PAO","Russia","Provider","Russia","Self"
"NLMK.MM","Novolipetsk Steel PAO","NLMK","Manufacturing","https://nlmk.com/","loskutov_va@nlmk.com","Cyprus","MSCI Russia 25:50","Novolipetsk Steel PAO","Cyprus","Provider","European Union","Self"
"NVTK.MM","Novatek PAO","NVTK","Mining, Quarrying, and Oil and Gas Extraction","https://www.novatek.ru/","ir@novatek.ru","Russia","MSCI Russia 25:50","Novatek PAO","Russia","Provider","Russia","Self"
"OZONDR.MM","Ozon Holdings PLC","OZON","Retail Trade","https://corp.ozon.com/","ir@ozon.ru","Cyprus","MSCI Russia 25:50","Microsoft","United States","Provider","United States","Managed"
"PHOR.MM","PhosAgro PAO","PHOR","Manufacturing","https://www.phosagro.ru/","ir@phosagro.ru","Russia","MSCI Russia 25:50","PhosAgro PAO","Russia","Provider","Russia","Self"
"PLZL.MM","Polyus PJSC","PLZL","Mining, Quarrying, and Oil and Gas Extraction","https://polyus.com/","DrozdovVI@polyus.com","Russia","MSCI Russia 25:50","Polyus PJSC","Russia","Provider","Russia","Self"
"POLY.MM","Polymetal International PLC","POLY","Mining, Quarrying, and Oil and Gas Extraction","https://www.polymetalinternational.com/",,"Cyprus","MSCI Russia 25:50","Unknown","Unknown","Unknown","Unknown","Unknown"
